X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.238348388671875000e+01;1.744651603698730469e+01;-9.106636047363281250e-03;2.139466476440429688e+01;1.800000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859680193252864e+18
-1.242442703247070312e+01;1.795680236816406250e+01;-1.020240783691406250e-02;2.183605384826660156e+01;1.900000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859680193272832e+18
-1.233163261413574219e+01;1.824726867675781250e+01;-1.026821136474609375e-02;2.202344322204589844e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;7.000000000000000000e+00;1.602859680193290240e+18
-1.250317192077636719e+01;1.894533538818359375e+01;-1.152133941650390625e-02;2.269923210144042969e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859680193307392e+18
-1.242117691040039062e+01;1.929256820678710938e+01;-1.258659362792968750e-02;2.294534683227539062e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859680193323520e+18
-1.183717250823974609e+01;1.979751586914062500e+01;-1.352119445800781250e-02;2.306643676757812500e+01;1.600000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859680193369088e+18
-5.464790344238281250e+00;9.357028007507324219e+00;-6.788253784179687500e-03;1.083595657348632812e+01;1.500000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;1.200000000000000000e+01;1.602859680193382400e+18
-5.255863189697265625e+00;9.243023872375488281e+00;-6.640434265136718750e-03;1.063285636901855469e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.800000000000000000e+01;1.602859680193396480e+18
-5.192228317260742188e+00;9.354893684387207031e+00;-7.106781005859375000e-03;1.069922065734863281e+01;2.700000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.900000000000000000e+01;1.602859680193409280e+18
-7.348701477050781250e+00;2.546888160705566406e+01;-2.505683898925781250e-02;2.650788497924804688e+01;6.800000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859680193636608e+18
-7.078627586364746094e+00;2.563030624389648438e+01;-2.497386932373046875e-02;2.658985137939453125e+01;6.500000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859680193646336e+18
-6.819174766540527344e+00;2.577747726440429688e+01;-2.389240264892578125e-02;2.666420936584472656e+01;6.200000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;7.000000000000000000e+00;1.602859680193656064e+18
-6.502012252807617188e+00;2.559726142883300781e+01;-2.647113800048828125e-02;2.641016197204589844e+01;1.700000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;6.000000000000000000e+00;1.602859680193665024e+18
