X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.238075160980224609e+01;1.744833755493164062e+01;-1.001644134521484375e-02;2.139456939697265625e+01;1.900000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720438947328e+18
-1.229430103302001953e+01;1.776649093627929688e+01;-1.009464263916015625e-02;2.160551261901855469e+01;1.700000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859720438967040e+18
-1.245017814636230469e+01;1.840305519104003906e+01;-1.130294799804687500e-02;2.221889877319335938e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859720438984704e+18
-1.247297096252441406e+01;1.890921211242675781e+01;-1.149654388427734375e-02;2.265244865417480469e+01;1.900000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859720439002112e+18
-1.244403934478759766e+01;1.930580520629882812e+01;-1.260089874267578125e-02;2.296885681152343750e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439017984e+18
-1.226937580108642578e+01;1.953274536132812500e+01;-1.262187957763671875e-02;2.306655311584472656e+01;7.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439034112e+18
-1.193568420410156250e+01;1.995707130432128906e+01;-1.363182067871093750e-02;2.325393295288085938e+01;1.200000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859720439063296e+18
-5.432215690612792969e+00;9.303692817687988281e+00;-6.748199462890625000e-03;1.077347278594970703e+01;1.400000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859720439077120e+18
-5.307996749877929688e+00;9.334707260131835938e+00;-6.706237792968750000e-03;1.073832511901855469e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.600000000000000000e+01;1.602859720439090688e+18
-5.204140663146972656e+00;9.393035888671875000e+00;-6.685256958007812500e-03;1.073835372924804688e+01;2.100000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.800000000000000000e+01;1.602859720439104512e+18
-7.340579032897949219e+00;2.546310424804687500e+01;-2.504634857177734375e-02;2.650008392333984375e+01;6.100000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;6.000000000000000000e+00;1.602859720439331328e+18
-7.101143836975097656e+00;2.563230133056640625e+01;-2.599334716796875000e-02;2.659777832031250000e+01;6.500000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859720439340800e+18
-6.824939727783203125e+00;2.578399085998535156e+01;-2.489757537841796875e-02;2.667198181152343750e+01;5.300000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439350528e+18
-6.504744529724121094e+00;2.569738006591796875e+01;-2.458667755126953125e-02;2.650787925720214844e+01;1.700000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859720439360256e+18
-6.311711311340332031e+00;2.598266983032226562e+01;-2.663135528564453125e-02;2.673831558227539062e+01;1.000000000000000000e+01;3.500000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859720439368704e+18
-6.076475143432617188e+00;2.629941940307617188e+01;-2.669906616210937500e-02;2.699229049682617188e+01;6.000000000000000000e+00;3.600000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859720439378176e+18
-5.867406845092773438e+00;2.671481323242187500e+01;-2.686882019042968750e-02;2.735157012939453125e+01;6.000000000000000000e+00;3.700000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439387648e+18
-5.010935783386230469e+00;2.684499549865722656e+01;-2.724361419677734375e-02;2.730867958068847656e+01;8.000000000000000000e+00;4.000000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859720439414528e+18
-2.805382728576660156e+00;2.799267196655273438e+01;-2.916431427001953125e-02;2.813291168212890625e+01;6.000000000000000000e+00;4.800000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439485440e+18
-2.511570930480957031e+00;2.779299545288085938e+01;-3.055000305175781250e-02;2.790626335144042969e+01;7.000000000000000000e+00;4.900000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439493632e+18
4.384918212890625000e-01;2.844199752807617188e+01;-2.999782562255859375e-02;2.844539260864257812e+01;8.000000000000000000e+00;5.900000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859720439579904e+18
7.147779464721679688e-01;2.820588302612304688e+01;-3.092384338378906250e-02;2.821495437622070312e+01;1.700000000000000000e+01;6.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859720439588352e+18
9.999752044677734375e-01;2.796656608581542969e+01;-3.097248077392578125e-02;2.798445510864257812e+01;6.000000000000000000e+00;6.100000000000000000e+01;0.000000000000000000e+00;6.000000000000000000e+00;1.602859720439596800e+18
1.220144271850585938e+00;2.608089828491210938e+01;-2.752208709716796875e-02;2.610943794250488281e+01;1.000000000000000000e+01;6.200000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859720439605504e+18
