X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.239088916778564453e+01;1.746042633056640625e+01;-1.002407073974609375e-02;2.141029548645019531e+01;2.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859735223079936e+18
-1.228096485137939453e+01;1.774721717834472656e+01;-1.008319854736328125e-02;2.158207321166992188e+01;1.700000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859735223099648e+18
-1.246872520446777344e+01;1.842813110351562500e+01;-1.131916046142578125e-02;2.225006103515625000e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859735223117056e+18
-1.244282436370849609e+01;1.886832046508789062e+01;-1.147079467773437500e-02;2.260171508789062500e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;1.602859735223134720e+18
-1.242825794219970703e+01;1.927885055541992188e+01;-1.258373260498046875e-02;2.293765068054199219e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859735223150592e+18
-1.201796245574951172e+01;1.913249778747558594e+01;-1.236343383789062500e-02;2.259389305114746094e+01;8.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859735223166720e+18
-1.184231853485107422e+01;1.980354118347167969e+01;-1.352596282958984375e-02;2.307424736022949219e+01;1.400000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859735223195904e+18
-5.424863815307617188e+00;9.289882659912109375e+00;-6.738662719726562500e-03;1.075783920288085938e+01;1.500000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;1.602859735223209472e+18
-5.224968910217285156e+00;9.188693046569824219e+00;-6.601333618164062500e-03;1.057035541534423828e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.700000000000000000e+01;1.602859735223223296e+18
-5.187219619750976562e+00;9.348800659179687500e+00;-6.656646728515625000e-03;1.069146251678466797e+01;2.600000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.400000000000000000e+01;1.602859735223236352e+18
-7.342969894409179688e+00;2.546244430541992188e+01;-2.504730224609375000e-02;2.650011062622070312e+01;6.500000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859735223463680e+18
-7.080076217651367188e+00;2.562993621826171875e+01;-2.597427368164062500e-02;2.658988189697265625e+01;5.800000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859735223473408e+18
-6.819985389709472656e+00;2.576903152465820312e+01;-2.587890625000000000e-02;2.665625381469726562e+01;4.800000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859735223482880e+18
-6.519688606262207031e+00;2.567754364013671875e+01;-2.556705474853515625e-02;2.649232482910156250e+01;1.700000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859735223492096e+18
