X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.238979434967041016e+01;1.746107864379882812e+01;-1.002407073974609375e-02;2.141019248962402344e+01;2.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859761916653056e+18
-1.239655017852783203e+01;1.791424942016601562e+01;-1.017856597900390625e-02;2.178519821166992188e+01;1.800000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859761916672768e+18
-1.232317256927490234e+01;1.821070480346679688e+01;-1.118564605712890625e-02;2.198841667175292969e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859761916690176e+18
-1.236280345916748047e+01;1.874792480468750000e+01;-1.044750213623046875e-02;2.245715332031250000e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859761916707840e+18
-1.250848865509033203e+01;1.940827941894531250e+01;-1.266765594482421875e-02;2.308990669250488281e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;1.602859761916723712e+18
-1.210938549041748047e+01;1.927804183959960938e+01;-1.245689392089843750e-02;2.276576995849609375e+01;1.100000000000000000e+01;5.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;1.602859761916739840e+18
-1.184632778167724609e+01;1.981024551391601562e+01;-1.353073120117187500e-02;2.308205986022949219e+01;1.500000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761916769024e+18
-5.353950500488281250e+00;9.168446540832519531e+00;-6.650924682617187500e-03;1.061721420288085938e+01;1.700000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;7.000000000000000000e+00;1.602859761916782592e+18
-5.292550086975097656e+00;9.307541847229003906e+00;-6.686210632324218750e-03;1.070707511901855469e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.600000000000000000e+01;1.602859761916796416e+18
-5.183095932006835938e+00;9.342166900634765625e+00;-7.096290588378906250e-03;1.068366146087646484e+01;2.300000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.800000000000000000e+01;1.602859761916809472e+18
-7.339589118957519531e+00;2.545519256591796875e+01;-2.503967285156250000e-02;2.649220657348632812e+01;6.800000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859761917037056e+18
-7.077751159667968750e+00;2.562251663208007812e+01;-2.496719360351562500e-02;2.658210945129394531e+01;6.600000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761917046528e+18
-6.818942070007324219e+00;2.576133346557617188e+01;-2.487564086914062500e-02;2.664854431152343750e+01;5.700000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761917056256e+18
-6.515843391418457031e+00;2.566239929199218750e+01;-2.555274963378906250e-02;2.647669982910156250e+01;1.700000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859761917065216e+18
-6.353947639465332031e+00;2.614130401611328125e+01;-2.679729461669921875e-02;2.690243721008300781e+01;8.000000000000000000e+00;3.500000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761917074432e+18
-6.060744285583496094e+00;2.624283599853515625e+01;-2.565193176269531250e-02;2.693361663818359375e+01;6.000000000000000000e+00;3.600000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859761917083904e+18
-5.846793174743652344e+00;2.662745666503906250e+01;-2.578735351562500000e-02;2.726182556152343750e+01;6.000000000000000000e+00;3.700000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761917093376e+18
-5.197548866271972656e+00;2.628002166748046875e+01;-2.692031860351562500e-02;2.678907966613769531e+01;8.000000000000000000e+00;3.900000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859761917111040e+18
-4.427982330322265625e+00;2.673351478576660156e+01;-2.855491638183593750e-02;2.709776115417480469e+01;6.000000000000000000e+00;4.200000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859761917137920e+18
-3.359829902648925781e+00;2.755381774902343750e+01;-2.927303314208984375e-02;2.775792121887207031e+01;5.000000000000000000e+00;4.600000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859761917173248e+18
-2.495430946350097656e+00;2.757097244262695312e+01;-2.939033508300781250e-02;2.768368721008300781e+01;6.000000000000000000e+00;4.900000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859761917199104e+18
-2.128890037536621094e+00;2.687291717529296875e+01;-2.834987640380859375e-02;2.695712661743164062e+01;8.000000000000000000e+00;5.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761917208064e+18
4.400844573974609375e-01;2.848885345458984375e+01;-2.827835083007812500e-02;2.849226570129394531e+01;9.000000000000000000e+00;5.900000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859761917285632e+18
7.118644714355468750e-01;2.819812011718750000e+01;-3.091239929199218750e-02;2.820712089538574219e+01;1.300000000000000000e+01;6.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859761917293824e+18
1.017569541931152344e+00;2.804798698425292969e+01;-3.018951416015625000e-02;2.806645584106445312e+01;6.000000000000000000e+00;6.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859761917302528e+18
1.218315124511718750e+00;2.602233886718750000e+01;-2.829456329345703125e-02;2.605085754394531250e+01;1.000000000000000000e+01;6.200000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859761917311232e+18
